timestamp,image,cve_id,severity,run_number,yaml_valid,version_updated,matches_fixed_version,latency_seconds,error
2026-07-15T12:30:16.601013,nginx:1.14.0,CVE-2022-1664,CRITICAL,1,True,True,True,195.4,
2026-07-15T12:33:32.002793,nginx:1.14.0,CVE-2022-1664,CRITICAL,2,True,True,True,7.5,
2026-07-15T12:33:39.502244,nginx:1.14.0,CVE-2022-1664,CRITICAL,3,True,True,True,7.42,
2026-07-15T12:33:46.925005,nginx:1.14.0,CVE-2019-20367,CRITICAL,1,True,False,False,13.33,
2026-07-15T12:34:00.252018,nginx:1.14.0,CVE-2019-20367,CRITICAL,2,True,False,False,8.22,
2026-07-15T12:34:08.469709,nginx:1.14.0,CVE-2019-20367,CRITICAL,3,True,False,False,8.07,
2026-07-15T12:34:16.544244,nginx:1.14.0,CVE-2019-12900,CRITICAL,1,True,True,False,12.19,
2026-07-15T12:34:28.733191,nginx:1.14.0,CVE-2019-12900,CRITICAL,2,True,True,False,7.52,
2026-07-15T12:34:36.250232,nginx:1.14.0,CVE-2019-12900,CRITICAL,3,True,True,False,7.43,
2026-07-15T12:34:43.675329,nginx:1.14.0,CVE-2017-18269,CRITICAL,1,True,False,False,12.55,
2026-07-15T12:34:56.221232,nginx:1.14.0,CVE-2017-18269,CRITICAL,2,True,False,False,8.16,
2026-07-15T12:35:04.378577,nginx:1.14.0,CVE-2017-18269,CRITICAL,3,True,False,False,8.05,
2026-07-15T12:35:12.424550,nginx:1.14.0,CVE-2017-18269,CRITICAL,1,True,False,False,7.91,
2026-07-15T12:35:20.334745,nginx:1.14.0,CVE-2017-18269,CRITICAL,2,True,False,False,8.01,
2026-07-15T12:35:28.348530,nginx:1.14.0,CVE-2017-18269,CRITICAL,3,True,False,False,8.16,
2026-07-15T12:35:38.791872,nginx:1.15.0,CVE-2022-1664,CRITICAL,1,True,True,True,12.52,
2026-07-15T12:35:51.312722,nginx:1.15.0,CVE-2022-1664,CRITICAL,2,True,True,True,7.34,
2026-07-15T12:35:58.653372,nginx:1.15.0,CVE-2022-1664,CRITICAL,3,True,True,True,7.44,
2026-07-15T12:36:06.097062,nginx:1.15.0,CVE-2019-20367,CRITICAL,1,True,False,False,13.26,
2026-07-15T12:36:19.360071,nginx:1.15.0,CVE-2019-20367,CRITICAL,2,True,False,False,8.0,
2026-07-15T12:36:27.360894,nginx:1.15.0,CVE-2019-20367,CRITICAL,3,True,False,False,8.25,
2026-07-15T12:36:35.614282,nginx:1.15.0,CVE-2019-12900,CRITICAL,1,True,True,False,11.94,
2026-07-15T12:36:47.551647,nginx:1.15.0,CVE-2019-12900,CRITICAL,2,True,True,False,7.46,
2026-07-15T12:36:55.014229,nginx:1.15.0,CVE-2019-12900,CRITICAL,3,True,True,False,7.55,
2026-07-15T12:37:02.564100,nginx:1.15.0,CVE-2017-18269,CRITICAL,1,True,False,False,12.52,
2026-07-15T12:37:15.087665,nginx:1.15.0,CVE-2017-18269,CRITICAL,2,True,False,False,7.93,
2026-07-15T12:37:23.015540,nginx:1.15.0,CVE-2017-18269,CRITICAL,3,True,False,False,7.96,
2026-07-15T12:37:30.971348,nginx:1.15.0,CVE-2017-18269,CRITICAL,1,True,False,False,8.06,
2026-07-15T12:37:39.027940,nginx:1.15.0,CVE-2017-18269,CRITICAL,2,True,False,False,7.91,
2026-07-15T12:37:46.936798,nginx:1.15.0,CVE-2017-18269,CRITICAL,3,True,False,False,7.92,
2026-07-15T12:37:56.848551,nginx:1.16.0,CVE-2022-1664,CRITICAL,1,True,True,True,12.41,
2026-07-15T12:38:09.257150,nginx:1.16.0,CVE-2022-1664,CRITICAL,2,True,True,True,7.42,
2026-07-15T12:38:16.680995,nginx:1.16.0,CVE-2022-1664,CRITICAL,3,True,True,True,7.37,
2026-07-15T12:38:24.052754,nginx:1.16.0,CVE-2019-20367,CRITICAL,1,True,False,False,13.24,
2026-07-15T12:38:37.293335,nginx:1.16.0,CVE-2019-20367,CRITICAL,2,True,False,False,8.12,
2026-07-15T12:38:45.413997,nginx:1.16.0,CVE-2019-20367,CRITICAL,3,True,False,False,8.09,
2026-07-15T12:38:53.500525,nginx:1.16.0,CVE-2019-12900,CRITICAL,1,True,True,False,11.94,
2026-07-15T12:39:05.441218,nginx:1.16.0,CVE-2019-12900,CRITICAL,2,True,True,False,7.56,
2026-07-15T12:39:13.002757,nginx:1.16.0,CVE-2019-12900,CRITICAL,3,True,True,False,7.33,
2026-07-15T12:39:20.328565,nginx:1.16.0,CVE-2019-8457,CRITICAL,1,True,True,False,11.63,
2026-07-15T12:39:31.957789,nginx:1.16.0,CVE-2019-8457,CRITICAL,2,True,True,False,7.36,
2026-07-15T12:39:39.320354,nginx:1.16.0,CVE-2019-8457,CRITICAL,3,True,True,False,7.43,
2026-07-15T12:39:46.752862,nginx:1.16.0,CVE-2022-22822,CRITICAL,1,True,False,False,12.68,
2026-07-15T12:39:59.430220,nginx:1.16.0,CVE-2022-22822,CRITICAL,2,True,False,False,8.07,
2026-07-15T12:40:07.500460,nginx:1.16.0,CVE-2022-22822,CRITICAL,3,True,False,False,8.14,
2026-07-15T12:40:22.328246,httpd:2.4.54,CVE-2022-24963,CRITICAL,1,True,False,False,13.46,
2026-07-15T12:40:35.792441,httpd:2.4.54,CVE-2022-24963,CRITICAL,2,True,False,False,8.06,
2026-07-15T12:40:43.854340,httpd:2.4.54,CVE-2022-24963,CRITICAL,3,True,False,False,8.19,
2026-07-15T12:40:52.041796,httpd:2.4.54,CVE-2022-32221,CRITICAL,1,True,False,False,12.69,
2026-07-15T12:41:04.733610,httpd:2.4.54,CVE-2022-32221,CRITICAL,2,True,False,False,8.67,
2026-07-15T12:41:13.403525,httpd:2.4.54,CVE-2022-32221,CRITICAL,3,True,False,False,8.36,
2026-07-15T12:41:21.767404,httpd:2.4.54,CVE-2023-23914,CRITICAL,1,True,True,False,11.63,
2026-07-15T12:41:33.398903,httpd:2.4.54,CVE-2023-23914,CRITICAL,2,True,True,False,7.42,
2026-07-15T12:41:40.814361,httpd:2.4.54,CVE-2023-23914,CRITICAL,3,True,True,False,7.43,
2026-07-15T12:41:48.247488,httpd:2.4.54,CVE-2023-38545,CRITICAL,1,True,False,False,12.96,
2026-07-15T12:42:01.211053,httpd:2.4.54,CVE-2023-38545,CRITICAL,2,True,False,False,8.29,
2026-07-15T12:42:09.505430,httpd:2.4.54,CVE-2023-38545,CRITICAL,3,True,False,False,8.34,
2026-07-15T12:42:17.846476,httpd:2.4.54,CVE-2019-8457,CRITICAL,1,True,True,False,11.8,
2026-07-15T12:42:29.643021,httpd:2.4.54,CVE-2019-8457,CRITICAL,2,True,True,False,7.56,
2026-07-15T12:42:37.203566,httpd:2.4.54,CVE-2019-8457,CRITICAL,3,True,True,False,7.45,
2026-07-15T12:42:46.909080,redis:5.0.0,CVE-2022-1664,CRITICAL,1,True,True,True,12.54,
2026-07-15T12:42:59.449997,redis:5.0.0,CVE-2022-1664,CRITICAL,2,True,True,True,7.56,
2026-07-15T12:43:07.012051,redis:5.0.0,CVE-2022-1664,CRITICAL,3,True,True,True,7.51,
2026-07-15T12:43:14.519308,redis:5.0.0,CVE-2019-12900,CRITICAL,1,True,True,False,12.19,
2026-07-15T12:43:26.707389,redis:5.0.0,CVE-2019-12900,CRITICAL,2,True,True,False,7.51,
2026-07-15T12:43:34.216134,redis:5.0.0,CVE-2019-12900,CRITICAL,3,True,True,False,7.4,
2026-07-15T12:43:41.613820,redis:5.0.0,CVE-2017-18269,CRITICAL,1,True,False,False,12.63,
2026-07-15T12:43:54.247799,redis:5.0.0,CVE-2017-18269,CRITICAL,2,True,False,False,8.24,
2026-07-15T12:44:02.491497,redis:5.0.0,CVE-2017-18269,CRITICAL,3,True,False,False,8.12,
2026-07-15T12:44:10.611039,redis:5.0.0,CVE-2017-18269,CRITICAL,1,True,False,False,8.07,
2026-07-15T12:44:18.682477,redis:5.0.0,CVE-2017-18269,CRITICAL,2,True,False,False,8.0,
2026-07-15T12:44:26.679791,redis:5.0.0,CVE-2017-18269,CRITICAL,3,True,False,False,8.16,
2026-07-15T12:44:34.843738,redis:5.0.0,CVE-2019-8457,CRITICAL,1,True,False,False,11.48,
2026-07-15T12:44:46.326472,redis:5.0.0,CVE-2019-8457,CRITICAL,2,True,False,False,7.44,
2026-07-15T12:44:53.770430,redis:5.0.0,CVE-2019-8457,CRITICAL,3,True,False,False,7.34,
2026-07-15T12:45:04.922393,python:3.6.0,CVE-2014-9939,CRITICAL,1,True,True,False,12.65,
2026-07-15T12:45:17.574112,python:3.6.0,CVE-2014-9939,CRITICAL,2,True,True,False,7.45,
2026-07-15T12:45:25.027085,python:3.6.0,CVE-2014-9939,CRITICAL,3,True,True,False,7.54,
2026-07-15T12:45:32.563008,python:3.6.0,CVE-2017-6969,CRITICAL,1,True,True,False,11.96,
2026-07-15T12:45:44.527617,python:3.6.0,CVE-2017-6969,CRITICAL,2,True,True,False,7.65,
2026-07-15T12:45:52.174437,python:3.6.0,CVE-2017-6969,CRITICAL,3,True,True,False,7.61,
2026-07-15T12:45:59.789162,python:3.6.0,CVE-2017-7226,CRITICAL,1,True,True,False,12.06,
